FID,POINTID,record_type,flags,lng,lat,lng_rot,lat_rot
483,484,Hadrosauridae,Late Maastrichtian,-103.89790300,46.33400000,-76.81905688,51.58058639
484,485,Hadrosauridae,Late Maastrichtian,-103.89790300,46.33400000,-76.81905688,51.58058639
485,486,Hadrosauridae,Late Maastrichtian,-103.89790300,46.33400000,-76.81905688,51.58058639
486,487,Hadrosauridae,Late Maastrichtian,-104.00240300,46.46429800,-76.87924204,51.72472802
487,488,Hadrosauridae,Late Maastrichtian,-104.00240300,46.46429800,-76.87924204,51.72472802
488,489,Hadrosauridae,Late Maastrichtian,-104.00240300,46.46429800,-76.87924204,51.72472802
489,490,Hadrosauridae,Late Maastrichtian,-104.00240300,46.46429800,-76.87924204,51.72472802
490,491,Hadrosauridae,Late Maastrichtian,-103.89790300,46.36290000,-76.80747703,51.60857677
491,492,Hadrosauridae,Late Maastrichtian,-103.89790300,46.36290000,-76.80747703,51.60857677
492,493,Hadrosauridae,Late Maastrichtian,-103.89790300,46.36290000,-76.80747703,51.60857677
493,494,Hadrosauridae,Late Maastrichtian,-103.89790300,46.36290000,-76.80747703,51.60857677
494,495,Hadrosauridae,Late Maastrichtian,-103.89790300,46.36290000,-76.80747703,51.60857677
495,496,Hadrosauridae,Late Maastrichtian,-103.94609800,45.93903000,-77.02773759,51.20620397
496,497,Hadrosauridae,Late Maastrichtian,-103.94609800,45.93903000,-77.02773759,51.20620397
497,498,Hadrosauridae,Late Maastrichtian,-106.09999800,47.79999900,-78.60026346,53.37557407
498,499,Hadrosauridae,Late Maastrichtian,-101.62629700,45.53089900,-74.70543632,50.40944854
499,500,Hadrosauridae,Late Maastrichtian,-105.39920000,48.06309900,-77.72564121,53.51091485
500,501,Hadrosauridae,Late Maastrichtian,-106.69819600,47.63769900,-79.32109465,53.31951377
501,502,Hadrosauridae,Late Maastrichtian,-107.16840400,47.53749800,-79.87693178,53.30146551
502,503,Hadrosauridae,Late Maastrichtian,-106.75784300,47.57453200,-79.41263193,53.26838778
503,504,Hadrosauridae,Late Maastrichtian,-107.00000000,47.59999800,-79.66668932,53.33375329
504,505,Hadrosauridae,Late Maastrichtian,-100.63009600,46.08689900,-73.42661624,50.77308314
505,506,Hadrosauridae,Late Maastrichtian,-106.20361300,47.75055700,-78.73405508,53.34527137
506,507,Hadrosauridae,Late Maastrichtian,-107.00000000,47.59999800,-79.66668932,53.33375329
507,508,Hadrosauridae,Late Maastrichtian,-103.45166800,45.06277800,-76.83597005,50.27176599
508,509,Hadrosauridae,Late Maastrichtian,-106.80305500,46.37583200,-79.94866023,52.11413440
509,510,Hadrosauridae,Late Maastrichtian,-103.94636500,46.28688400,-76.89005902,51.54327442
510,511,Hadrosauridae,Late Maastrichtian,-106.89656100,47.61391100,-79.54778545,53.32985101
511,512,Hadrosauridae,Late Maastrichtian,-106.89656100,47.61391100,-79.54778545,53.32985101
512,513,Hadrosauridae,Late Maastrichtian,-105.30000300,45.38333100,-78.70315430,50.89800908
513,514,Hadrosauridae,Late Maastrichtian,-104.02111100,46.46638900,-76.89854730,51.72996555
514,515,Hadrosauridae,Late Maastrichtian,-104.02111100,46.46638900,-76.89854730,51.72996555
515,516,Hadrosauridae,Late Maastrichtian,-107.33667000,47.65694400,-80.01143284,53.44535240
516,517,Hadrosauridae,Late Maastrichtian,-107.11555500,47.54666500,-79.81529477,53.30148564
517,518,Hadrosauridae,Late Maastrichtian,-103.87426800,46.50389500,-76.72533617,51.74105432
518,519,Hadrosauridae,Late Maastrichtian,-107.38059200,46.24066900,-80.63199423,52.07942262
519,520,Hadrosauridae,Late Maastrichtian,-106.11434900,47.77619900,-78.62595626,53.35497396
520,521,Hadrosauridae,Late Maastrichtian,-106.56990100,47.63769900,-79.18101051,53.29789625
521,522,Hadrosauridae,Late Maastrichtian,-105.08000200,45.66000000,-78.35903260,51.12916608
522,523,Hadrosauridae,Late Maastrichtian,-103.43430300,29.33456600,-81.42897113,34.90335432
523,524,Hadrosauridae,Late Maastrichtian,-103.43430300,29.33456600,-81.42897113,34.90335432
524,525,Hadrosauridae,Late Maastrichtian,-79.00000000,73.50000000,-27.86539974,71.91052036
525,526,Hadrosauridae,Late Maastrichtian,-104.36666900,43.29999900,-78.46342353,48.71587235
526,527,Hadrosauridae,Late Maastrichtian,-108.66780100,41.56829800,-83.69110324,47.74137853
527,528,Hadrosauridae,Late Maastrichtian,-104.53333300,43.18333400,-78.68333254,48.63064919
528,529,Hadrosauridae,Late Maastrichtian,-104.56670400,43.15000200,-78.73084624,48.60387579
529,530,Hadrosauridae,Late Maastrichtian,-104.50000000,43.00000000,-78.71175573,48.44666629
530,531,Hadrosauridae,Late Maastrichtian,-104.53330200,43.23329900,-78.66572935,48.67924219
531,532,Hadrosauridae,Late Maastrichtian,-104.50000000,43.00000000,-78.71175573,48.44666629
532,533,Hadrosauridae,Late Maastrichtian,-104.69777700,43.36861000,-78.79459507,48.83867862
533,534,Hadrosauridae,Late Maastrichtian,-104.48333000,43.04999900,-78.67641230,48.49248436
534,535,Hadrosauridae,Late Maastrichtian,-111.83055900,37.57916600,-88.29787768,44.33176361
535,536,Hadrosauridae,Late Maastrichtian,-111.83055900,37.57916600,-88.29787768,44.33176361
536,537,Hadrosauridae,Late Maastrichtian,-104.63700100,43.11632900,-78.81809922,48.58301234
537,538,Hadrosauridae,Late Maastrichtian,-104.57415000,43.31161100,-78.68197173,48.76232350
538,539,Hadrosauridae,Late Maastrichtian,-104.19780000,41.90779900,-78.76172507,47.33244440
539,540,Hadrosauridae,Late Maastrichtian,-104.19780000,41.90779900,-78.76172507,47.33244440
540,541,Hadrosauridae,Late Maastrichtian,-104.37120100,41.73460000,-79.00506265,47.19306685
541,542,Hadrosauridae,Late Maastrichtian,-104.48200200,43.34940000,-78.56970943,48.78346576
542,543,Hadrosauridae,Late Maastrichtian,-104.91111000,43.16611100,-79.09506700,48.67774343
543,544,Hadrosauridae,Late Maastrichtian,-104.59130100,43.26950100,-78.71523487,48.72427137
544,545,Hadrosauridae,Late Maastrichtian,-109.17749800,44.09416600,-83.39613514,50.28740507
545,546,Hadrosauridae,Late Maastrichtian,-103.92379800,45.92810100,-77.00805338,51.19178705
546,547,Hadrosauridae,Late Maastrichtian,-104.53140300,43.34130100,-78.62559648,48.78395906
547,548,Hadrosauridae,Late Maastrichtian,-101.19999700,45.75027800,-74.16577326,50.54736475
548,549,Hadrosauridae,Late Maastrichtian,-104.61055800,43.48888800,-78.65828301,48.94088421
549,550,Hadrosauridae,Late Maastrichtian,-104.61055800,43.48888800,-78.65828301,48.94088421
550,551,Hadrosauridae,Late Maastrichtian,-108.80100300,45.04100000,-82.64199755,51.14791293
551,552,Hadrosauridae,Late Maastrichtian,-101.48069800,45.66830100,-74.49661409,50.51708914
552,553,Hadrosauridae,Late Maastrichtian,-104.58329800,43.11669900,-78.76032933,48.57428834
553,554,Hadrosauridae,Late Maastrichtian,-104.61669900,43.26670100,-78.74348828,48.72584627
554,555,Hadrosauridae,Late Maastrichtian,-104.65000200,43.26670100,-78.77924584,48.73148082
555,556,Hadrosauridae,Late Maastrichtian,-104.53330200,43.28329800,-78.64811350,48.72787082
556,557,Hadrosauridae,Late Maastrichtian,-104.58329800,43.15000200,-78.74865552,48.60668384
557,558,Hadrosauridae,Late Maastrichtian,-104.59999800,43.26670100,-78.72555808,48.72302000
558,559,Hadrosauridae,Late Maastrichtian,-105.53389000,42.96666700,-79.83449948,48.58840342
559,560,Hadrosauridae,Late Maastrichtian,-101.38995400,45.67255000,-74.39839784,50.50534616
560,561,Hadrosauridae,Late Maastrichtian,-104.91735100,45.10366100,-78.39638035,50.56170864
561,562,Hadrosauridae,Late Maastrichtian,-104.19239800,45.48207100,-77.47081497,50.80537803
562,563,Hadrosauridae,Late Maastrichtian,-103.97701300,45.32663300,-77.29900971,50.61777903
563,564,Hadrosauridae,Late Maastrichtian,-104.53140300,43.34130100,-78.62559648,48.78395906
564,565,Hadrosauridae,Late Maastrichtian,-105.24042500,45.34941900,-78.65172437,50.85500948
565,566,Hadrosauridae,Late Maastrichtian,-103.38121800,45.42947800,-76.61982763,50.61525183
566,567,Hadrosauridae,Late Maastrichtian,-103.50429500,45.51633800,-76.71822428,50.72062829
567,568,Hadrosauridae,Late Maastrichtian,-103.62745700,45.60325200,-76.81667475,50.82605169
568,569,Hadrosauridae,Late Maastrichtian,-103.72010000,45.40790200,-76.99176963,50.65256189
569,570,Hadrosauridae,Late Maastrichtian,-103.69960000,45.39339800,-76.97534917,50.63497996
570,571,Hadrosauridae,Late Maastrichtian,-103.72110000,45.33549900,-77.02071190,50.58252288
571,572,Hadrosauridae,Late Maastrichtian,-106.98471800,41.78638800,-81.79717317,47.67951125
572,573,Hadrosauridae,Late Maastrichtian,-107.97651700,44.61335800,-81.89712509,50.59666949
573,574,Hadrosauridae,Late Maastrichtian,-104.41159800,43.44179900,-78.46141022,48.86137888
574,575,Hadrosauridae,Late Maastrichtian,-104.53140300,43.34130100,-78.62559648,48.78395906
575,576,Hadrosauridae,Late Maastrichtian,-104.51444200,43.18361300,-78.66296280,48.62772207
576,577,Hadrosauridae,Late Maastrichtian,-105.85444600,42.88277800,-80.20885043,48.56039184
577,578,Hadrosauridae,Late Maastrichtian,-103.84240000,45.46110200,-77.10260058,50.72512448
578,579,Hadrosauridae,Late Maastrichtian,-104.60784900,43.25595900,-78.73777033,48.71390072
579,580,Hadrosauridae,Late Maastrichtian,-105.39444700,42.58444200,-79.81592413,48.19290376
580,581,Hadrosauridae,Late Maastrichtian,-105.39444700,42.58444200,-79.81592413,48.19290376
581,582,Hadrosauridae,Late Maastrichtian,-105.39444700,42.58444200,-79.81592413,48.19290376
582,583,Hadrosauridae,Late Maastrichtian,-104.76239800,40.90840100,-79.69419934,46.45375684
583,584,Hadrosauridae,Late Maastrichtian,-106.86055800,40.28527800,-82.14266952,46.19409460
584,585,Hadrosauridae,Late Maastrichtian,-106.86055800,40.28527800,-82.14266952,46.19409460
585,586,Hadrosauridae,Late Maastrichtian,-104.11888900,39.85722400,-79.34067698,45.32031836
586,587,Hadrosauridae,Late Maastrichtian,-105.22916400,39.95555500,-80.49503016,45.60228519
587,588,Hadrosauridae,Late Maastrichtian,-105.18360900,39.84472300,-80.48070829,45.48650741
588,589,Hadrosauridae,Late Maastrichtian,-105.22838600,39.75088500,-80.55758608,45.40236556
589,590,Hadrosauridae,Late Maastrichtian,-109.79042800,31.12439500,-87.70739474,37.67625339
590,591,Hadrosauridae,Late Maastrichtian,-109.79042800,31.12439500,-87.70739474,37.67625339
591,592,Hadrosauridae,Late Maastrichtian,-107.00000000,41.79999900,-81.80921370,47.69530288
592,593,Hadrosauridae,Late Maastrichtian,-120.69239800,36.58649800,-98.32948727,42.07033135
593,594,Hadrosauridae,Late Maastrichtian,-120.69239800,36.58649800,-98.32948727,42.07033135
594,595,Hadrosauridae,Late Maastrichtian,-120.69027700,36.50000000,-98.35296415,41.98559242
595,596,Hadrosauridae,Late Maastrichtian,-120.69027700,36.50000000,-98.35296415,41.98559242
596,597,Hadrosauridae,Late Maastrichtian,-121.21666700,37.46666700,-98.61821809,43.02145135
597,598,Hadrosauridae,Late Maastrichtian,-111.25430300,39.21360000,-87.21367324,45.84487700
598,599,Hadrosauridae,Late Maastrichtian,-111.10639200,39.28889100,-87.03077441,45.89557182
599,600,Hadrosauridae,Late Maastrichtian,-111.10639200,39.28889100,-87.03077441,45.89557182
600,601,Hadrosauridae,Late Maastrichtian,-108.10209700,36.34389900,-84.60934852,42.53502050
601,602,Hadrosauridae,Late Maastrichtian,-108.04055800,36.32111000,-84.54958601,42.50282099
602,603,Hadrosauridae,Late Maastrichtian,-108.02972400,36.32472200,-84.53700764,42.50462304
603,604,Hadrosauridae,Late Maastrichtian,-108.26580000,36.68280000,-84.69288303,42.89334667
604,605,Hadrosauridae,Late Maastrichtian,-108.89250200,36.23694200,-85.48571739,42.55627220
605,606,Hadrosauridae,Late Maastrichtian,-108.16694600,36.26944400,-84.69889608,42.47244043
606,607,Hadrosauridae,Late Maastrichtian,-151.51944000,69.83222200,-126.43299820,80.49281097
607,608,Hadrosauridae,Late Maastrichtian,-104.51696800,37.11803400,-80.57938514,42.71126041
608,609,Hadrosauridae,Late Maastrichtian,-106.38330100,49.36666900,-78.22314318,54.93788724
609,610,Hadrosauridae,Late Maastrichtian,-113.12460300,52.32840000,-84.33014914,58.91143680
610,611,Hadrosauridae,Late Maastrichtian,-112.98190300,51.81909900,-84.42310685,58.39690593
611,612,Hadrosauridae,Late Maastrichtian,-112.65550200,51.50630200,-84.20560346,58.04234843
612,613,Hadrosauridae,Late Maastrichtian,-112.97010000,51.90639900,-84.36631176,58.47931155
613,614,Hadrosauridae,Late Maastrichtian,-112.95829800,51.79729800,-84.40701274,58.37206414
614,615,Hadrosauridae,Late Maastrichtian,-113.30000300,53.63333100,-83.84203945,60.19706673
615,616,Tyrannosauridae,Late Maastrichtian,-105.20376600,39.75133100,-80.53113089,45.39869896
616,617,Tyrannosauridae,Late Maastrichtian,-105.20376600,39.75133100,-80.53113089,45.39869896
617,618,Tyrannosauridae,Late Maastrichtian,-105.01110800,39.81083300,-80.30685721,45.42464729
618,619,Tyrannosauridae,Late Maastrichtian,-105.11027500,39.86750000,-80.39526215,45.49651043
619,620,Tyrannosauridae,Late Maastrichtian,-105.01611300,39.61333500,-80.37315803,45.23268998
620,621,Tyrannosauridae,Late Maastrichtian,-105.03666700,39.83666600,-80.32616107,45.45412966
621,622,Tyrannosauridae,Late Maastrichtian,-105.11027500,39.86750000,-80.39526215,45.49651043
622,623,Tyrannosauridae,Late Maastrichtian,-106.89023600,41.93475300,-81.64629540,47.80862472
623,624,Tyrannosauridae,Late Maastrichtian,-106.89023600,41.93475300,-81.64629540,47.80862472
624,625,Tyrannosauridae,Late Maastrichtian,-107.00000000,41.79999900,-81.80921370,47.69530288
625,626,Tyrannosauridae,Late Maastrichtian,-106.85341600,41.93813700,-81.60541208,47.80585024
626,627,Tyrannosauridae,Late Maastrichtian,-106.88062300,41.93874400,-81.63459504,47.81093073
627,628,Tyrannosauridae,Late Maastrichtian,-106.88624600,41.95605100,-81.63495174,47.82873425
628,629,Tyrannosauridae,Late Maastrichtian,-106.87631200,41.93987700,-81.62956484,47.81132437
629,630,Tyrannosauridae,Late Maastrichtian,-106.89241000,41.93975800,-81.64699105,47.81386372
630,631,Tyrannosauridae,Late Maastrichtian,-106.88224000,41.93532600,-81.63747004,47.80786455
631,632,Tyrannosauridae,Late Maastrichtian,-108.81666600,49.51666600,-80.83439573,55.49181051
632,633,Tyrannosauridae,Late Maastrichtian,-107.38333100,47.63333100,-80.07239816,53.43028850
633,634,Tyrannosauridae,Late Maastrichtian,-103.30000300,46.09999800,-76.26993159,51.25100594
634,635,Tyrannosauridae,Late Maastrichtian,-106.91670200,47.06670000,-79.79543033,52.80308383
635,636,Tyrannosauridae,Late Maastrichtian,-106.26670100,47.59999800,-78.86607007,53.21021020
636,637,Tyrannosauridae,Late Maastrichtian,-106.19999700,47.63330100,-78.77941893,53.23116832
637,638,Tyrannosauridae,Late Maastrichtian,-101.50000000,46.90000200,-74.02033924,51.71203241
638,639,Tyrannosauridae,Late Maastrichtian,-101.50000000,46.90000200,-74.02033924,51.71203241
639,640,Tyrannosauridae,Late Maastrichtian,-103.62444300,45.65139000,-76.79470484,50.87219608
640,641,Tyrannosauridae,Late Maastrichtian,-103.50222000,46.41305500,-76.36184167,51.58904262
641,642,Tyrannosauridae,Late Maastrichtian,-103.50222000,46.41305500,-76.36184167,51.58904262
642,643,Tyrannosauridae,Late Maastrichtian,-104.55269600,45.88880200,-77.70078590,51.26130419
643,644,Tyrannosauridae,Late Maastrichtian,-106.09999800,47.79999900,-78.60026346,53.37557407
644,645,Tyrannosauridae,Late Maastrichtian,-106.09999800,47.79999900,-78.60026346,53.37557407
645,646,Tyrannosauridae,Late Maastrichtian,-104.89138800,45.73014500,-78.12813306,51.16515704
646,647,Tyrannosauridae,Late Maastrichtian,-106.25591300,47.73297100,-78.79847774,53.33709931
647,648,Tyrannosauridae,Late Maastrichtian,-101.96788000,45.05366500,-75.25377955,50.00653571
648,649,Tyrannosauridae,Late Maastrichtian,-107.00000000,47.59999800,-79.66668932,53.33375329
649,650,Tyrannosauridae,Late Maastrichtian,-107.08300000,47.53620100,-79.78402924,53.28588994
650,651,Tyrannosauridae,Late Maastrichtian,-103.96170000,45.94879900,-77.04067421,51.21834731
651,652,Tyrannosauridae,Late Maastrichtian,-103.96170000,45.94879900,-77.04067421,51.21834731
652,653,Tyrannosauridae,Late Maastrichtian,-103.75389900,45.97769900,-76.80582751,51.21067764
653,654,Tyrannosauridae,Late Maastrichtian,-103.76689900,46.02640200,-76.80055992,51.26010081
654,655,Tyrannosauridae,Late Maastrichtian,-103.76689900,46.02640200,-76.80055992,51.26010081
655,656,Tyrannosauridae,Late Maastrichtian,-103.76689900,46.02640200,-76.80055992,51.26010081
656,657,Tyrannosauridae,Late Maastrichtian,-103.76689900,46.02640200,-76.80055992,51.26010081
657,658,Tyrannosauridae,Late Maastrichtian,-103.76689900,46.02640200,-76.80055992,51.26010081
658,659,Tyrannosauridae,Late Maastrichtian,-103.79540300,46.13690200,-76.78740690,51.37205424
659,660,Tyrannosauridae,Late Maastrichtian,-103.93969700,46.40639900,-76.83500663,51.65788554
660,661,Tyrannosauridae,Late Maastrichtian,-103.96440100,46.38190100,-76.87143358,51.63840278
661,662,Tyrannosauridae,Late Maastrichtian,-103.02330000,46.44979900,-75.83297071,51.54188777
662,663,Tyrannosauridae,Late Maastrichtian,-104.02330000,46.46429800,-76.90174634,51.72831642
663,664,Tyrannosauridae,Late Maastrichtian,-103.89790300,46.33400000,-76.81905688,51.58058639
664,665,Tyrannosauridae,Late Maastrichtian,-103.89790300,46.33400000,-76.81905688,51.58058639
665,666,Tyrannosauridae,Late Maastrichtian,-103.89790300,46.33400000,-76.81905688,51.58058639
666,667,Tyrannosauridae,Late Maastrichtian,-104.00240300,46.46429800,-76.87924204,51.72472802
667,668,Tyrannosauridae,Late Maastrichtian,-104.00240300,46.46429800,-76.87924204,51.72472802
668,669,Tyrannosauridae,Late Maastrichtian,-103.89790300,46.36290000,-76.80747703,51.60857677
669,670,Tyrannosauridae,Late Maastrichtian,-103.94609800,45.93903000,-77.02773759,51.20620397
670,671,Tyrannosauridae,Late Maastrichtian,-103.94609800,45.93903000,-77.02773759,51.20620397
671,672,Tyrannosauridae,Late Maastrichtian,-103.94609800,45.93903000,-77.02773759,51.20620397
672,673,Tyrannosauridae,Late Maastrichtian,-101.62629700,45.53089900,-74.70543632,50.40944854
673,674,Tyrannosauridae,Late Maastrichtian,-106.45555900,47.96389000,-78.91856748,53.59432236
674,675,Tyrannosauridae,Late Maastrichtian,-106.45555900,47.96389000,-78.91856748,53.59432236
675,676,Tyrannosauridae,Late Maastrichtian,-104.15969800,45.50080100,-77.42840244,50.81795124
676,677,Tyrannosauridae,Late Maastrichtian,-107.08329800,47.56670000,-79.77167156,53.31548198
677,678,Tyrannosauridae,Late Maastrichtian,-107.08300000,47.53620100,-79.78402924,53.28588994
678,679,Tyrannosauridae,Late Maastrichtian,-107.08300000,47.53620100,-79.78402924,53.28588994
679,680,Tyrannosauridae,Late Maastrichtian,-101.62629700,45.53089900,-74.70543632,50.40944854
680,681,Tyrannosauridae,Late Maastrichtian,-103.45166800,45.06277800,-76.83597005,50.27176599
681,682,Tyrannosauridae,Late Maastrichtian,-103.45166800,45.06277800,-76.83597005,50.27176599
682,683,Tyrannosauridae,Late Maastrichtian,-106.89656100,47.61391100,-79.54778545,53.32985101
683,684,Tyrannosauridae,Late Maastrichtian,-106.89656100,47.61391100,-79.54778545,53.32985101
684,685,Tyrannosauridae,Late Maastrichtian,-110.60250100,46.88527700,-83.92550434,53.23362424
685,686,Tyrannosauridae,Late Maastrichtian,-105.08000200,45.66000000,-78.35903260,51.12916608
686,687,Tyrannosauridae,Late Maastrichtian,-107.08300000,47.53620100,-79.78402924,53.28588994
687,688,Tyrannosauridae,Late Maastrichtian,-103.15957600,29.43875700,-81.11816392,34.96017774
688,689,Tyrannosauridae,Late Maastrichtian,-103.15957600,29.43875700,-81.11816392,34.96017774
689,690,Tyrannosauridae,Late Maastrichtian,-104.36666900,43.29999900,-78.46342353,48.71587235
690,691,Tyrannosauridae,Late Maastrichtian,-104.53330200,43.16669800,-78.68914172,48.61446242
691,692,Tyrannosauridae,Late Maastrichtian,-104.69777700,43.36861000,-78.79459507,48.83867862
692,693,Tyrannosauridae,Late Maastrichtian,-108.85379800,44.93579900,-82.73853446,51.05417575
693,694,Tyrannosauridae,Late Maastrichtian,-104.48333000,43.04999900,-78.67641230,48.49248436
694,695,Tyrannosauridae,Late Maastrichtian,-104.48333000,43.04999900,-78.67641230,48.49248436
695,696,Tyrannosauridae,Late Maastrichtian,-104.63700100,43.11632900,-78.81809922,48.58301234
696,697,Tyrannosauridae,Late Maastrichtian,-107.64859800,41.64250200,-82.56197089,47.64809210
697,698,Tyrannosauridae,Late Maastrichtian,-104.41159800,43.44179900,-78.46141022,48.86137888
698,699,Tyrannosauridae,Late Maastrichtian,-105.83999600,48.28683900,-78.10875084,53.80232233
699,700,Tyrannosauridae,Late Maastrichtian,-104.07243300,43.12830400,-78.20852744,48.49894562
700,701,Tyrannosauridae,Late Maastrichtian,-104.65000200,43.26670100,-78.77924584,48.73148082
701,702,Tyrannosauridae,Late Maastrichtian,-105.23916600,42.64860900,-79.62700451,48.22932027
702,703,Tyrannosauridae,Late Maastrichtian,-104.49481200,43.42228700,-78.55764549,48.85651429
703,704,Tyrannosauridae,Late Maastrichtian,-104.19239800,45.48207100,-77.47081497,50.80537803
704,705,Tyrannosauridae,Late Maastrichtian,-105.24042500,45.34941900,-78.65172437,50.85500948
705,706,Tyrannosauridae,Late Maastrichtian,-105.85444600,42.88277800,-80.20885043,48.56039184
706,707,Tyrannosauridae,Late Maastrichtian,-109.17749800,44.09416600,-83.39613514,50.28740507
707,708,Tyrannosauridae,Late Maastrichtian,-104.49166900,40.38639100,-79.57178791,45.89922760
708,709,Tyrannosauridae,Late Maastrichtian,-109.00000000,31.00000000,-86.89602007,37.43097950
709,710,Tyrannosauridae,Late Maastrichtian,-109.00000000,31.00000000,-86.89602007,37.43097950
710,711,Tyrannosauridae,Late Maastrichtian,-107.14971900,33.24222200,-84.40352347,39.34460812
711,712,Tyrannosauridae,Late Maastrichtian,-107.19222300,33.15416700,-84.47045247,39.26500545
712,713,Tyrannosauridae,Late Maastrichtian,-107.79869800,36.16930000,-84.33162575,42.31521646
713,714,Tyrannosauridae,Late Maastrichtian,-108.89250200,36.23694200,-85.48571739,42.55627220
714,715,Tyrannosauridae,Late Maastrichtian,-104.91528300,36.51083000,-81.17287815,42.18343750
715,716,Tyrannosauridae,Late Maastrichtian,-113.12460300,52.32840000,-84.33014914,58.91143680
716,717,Tyrannosauridae,Late Maastrichtian,-112.98190300,51.80460000,-84.43028581,58.38290369
717,718,Tyrannosauridae,Late Maastrichtian,-113.02890000,51.90639900,-84.43331993,58.48874844
718,719,Tyrannosauridae,Late Maastrichtian,-113.23333000,51.93333400,-84.65306335,58.54751818
719,720,Tyrannosauridae,Late Maastrichtian,-114.10690300,49.60749800,-86.73239191,56.43399682
