"","collection_no","siteID","bin_assignment","lat","lng"
"1396",77265,7392,"teyep",50.817,-111.322
"1397",77266,7391,"teyep",50.747,-111.552
"1398",78054,12545,"teyeq",35.5,-107.655
"1399",79692,7057,"teyeo",51.688,-112.911
"1400",80023,11869,"teyeq",37.286,-113.763
"1401",80026,11705,"teyeq",37.909,-112.749
"1402",81041,8397,"teyen",47.584,-106.925
"1403",81042,8398,"teyen",47.654,-106.277
"1404",83299,8895,"teyen",46.376,-106.803
"1405",84299,11056,"teyeo",39.736,-105.212
"1406",84300,11874,"teyeq",37.178,-111.349
"1407",84301,11873,"teyeq",37.191,-111.647
"1408",84455,8901,"teyen",46.287,-103.946
"1409",85498,8397,"teyen",47.614,-106.897
"1410",85499,8397,"teyen",47.614,-106.897
"1411",86515,7892,"teyep",49.067,-110.45
"1412",86842,11045,"teyeq",39.727,-110.864
"1413",86892,11056,"teyeo",39.845,-105.184
"1414",87125,5881,"teyep",55.069,-119.552
"1415",88987,9065,"teyen",45.766,-104.832
"1416",88988,9065,"teyen",45.788,-104.773
"1417",88990,9065,"teyen",45.73,-104.891
"1418",89604,5883,"teyep",55.26,-118.511
"1419",89605,5883,"teyep",55.254,-118.513
"1420",89606,5883,"teyep",55.252,-118.51
"1421",90189,8219,"teyeq",48.067,-113
"1422",91359,9231,"teyen",45.104,-104.917
"1423",92963,7057,"teyeo",51.509,-112.843
"1424",94148,11210,"teyeo",39.3,-111.15
"1425",94368,8386,"teyeq",47.715,-112.223
"1426",94370,7223,"teyeo",51.456,-112.673
"1427",94765,7391,"teyep",50.742,-111.518
"1428",96081,10726,"teyeo",40.8,-104.467
"1429",96082,10725,"teyeo",40.95,-104.917
"1430",96083,10725,"teyeo",40.8,-104.65
"1431",96084,10726,"teyeo",40.8,-104.467
"1432",96455,7223,"teyeo",51.41,-112.63
"1433",96457,7223,"teyeo",51.4,-112.59
"1434",96534,7391,"teyep",50.667,-111.601
"1435",96603,8219,"teyeo",48.429,-112.831
"1436",96813,12211,"teyep",36.292,-108.55
"1437",96814,12211,"teyep",36.292,-108.55
"1438",97762,7392,"teyep",50.753,-111.37
"1439",97795,12212,"teyeo",36.344,-108.066
"1440",97796,12212,"teyeo",36.344,-108.066
"1441",97797,7057,"teyeo",51.805,-112.958
"1442",97798,9067,"teyen",45.713,-103.561
"1443",97800,11707,"teyep",37.559,-111.745
"1444",97801,11707,"teyep",37.559,-111.745
"1445",97802,11707,"teyep",37.53,-111.762
"1446",97803,11707,"teyep",37.53,-111.762
"1447",97804,11873,"teyep",37.491,-111.721
"1448",97805,11873,"teyep",37.491,-111.721
"1449",97806,11873,"teyep",37.469,-111.697
"1450",97808,11873,"teyep",37.469,-111.697
"1451",97809,11873,"teyep",37.469,-111.697
"1452",97810,11873,"teyep",37.469,-111.697
"1453",97811,11873,"teyep",37.42,-111.734
"1454",98674,7391,"teyep",50.748,-111.502
"1455",98677,7391,"teyep",50.748,-111.502
"1456",99441,9230,"teyen",45.383,-105.3
"1457",99589,8900,"teyen",46.464,-104.002
"1458",99816,7392,"teyep",50.783,-111.5
"1459",99864,9894,"teyen",43.433,-105.05
"1460",99881,8562,"teyen",47.317,-107.15
"1461",100110,8399,"teyen",47.95,-105.633
"1462",100582,12213,"teyep",36.217,-107.9
"1463",100583,12212,"teyep",36.333,-108.033
"1464",100675,12045,"teyep",36.6,-108.567
"1465",100677,12211,"teyep",36.3,-108.55
"1466",100678,12212,"teyep",36.1,-108.083
"1467",100679,12211,"teyep",36.367,-108.567
"1468",100851,8386,"teyeq",47.817,-112.183
"1469",100852,8396,"teyen",47.547,-107.116
"1470",102177,8386,"teyeq",47.715,-112.223
"1471",102178,8386,"teyeq",47.715,-112.223
"1472",102179,8386,"teyeq",47.715,-112.223
"1473",102180,8386,"teyeq",47.715,-112.223
"1474",102181,8386,"teyeq",47.715,-112.223
"1475",102182,8386,"teyeq",47.715,-112.223
"1476",109659,8398,"teyen",47.624,-106.186
"1477",109660,8398,"teyen",47.8,-106.1
"1478",109661,8398,"teyen",47.555,-106.195
"1479",110464,9065,"teyen",45.866,-104.877
"1480",114017,7057,"teyeo",51.544,-112.889
"1481",115750,9385,"teyeo",44.967,-110.667
"1482",116229,7391,"teyep",50.75,-111.517
"1483",116536,7726,"teyeq",49.956,-110.262
"1484",116537,7392,"teyeq",50.7,-111.5
"1485",116538,7558,"teyeq",50.48,-111.38
"1486",116566,5883,"teyep",55.243,-118.533
"1487",117451,12212,"teyeo",36.315,-108.031
"1488",117848,7391,"teyep",50.787,-111.601
"1489",117921,7392,"teyeq",50.7,-111.5
"1490",117922,7391,"teyeq",50.696,-111.632
"1491",117923,7391,"teyeq",50.811,-111.577
"1492",117924,7223,"teyeo",51.4,-112.709
"1493",117927,7391,"teyeq",50.738,-111.554
"1494",117928,7391,"teyeq",50.81,-111.6
"1495",117929,7391,"teyeq",50.81,-111.623
"1496",117930,7391,"teyeq",50.723,-111.554
"1497",118024,7391,"teyeq",50.9,-111.8
"1498",118188,7391,"teyep",50.731,-111.566
"1499",118189,7391,"teyeq",50.811,-111.589
"1500",118190,7391,"teyeq",50.814,-111.629
"1501",118381,8901,"teyen",46.287,-103.946
"1502",118461,9896,"teyen",43.242,-104.286
"1503",118466,10062,"teyen",42.758,-104.432
"1504",118483,8397,"teyen",47.6,-107
"1505",119007,8397,"teyen",47.699,-106.578
"1506",119009,8895,"teyen",46.266,-106.678
"1507",120363,8386,"teyeq",47.721,-112.329
"1508",120364,11873,"teyeq",37.452,-111.532
"1509",121580,12212,"teyeo",36.344,-108.066
"1510",121581,12212,"teyeo",36.344,-108.066
"1511",122902,9896,"teyen",43.021,-104.472
"1512",122903,8900,"teyen",46.331,-104.01
"1513",122904,8900,"teyen",46.371,-104.075
"1514",122905,8900,"teyen",46.376,-104.428
"1515",122906,8232,"teyen",48.009,-106.449
"1516",123086,7391,"teyeq",50.798,-111.619
"1517",123097,7391,"teyeq",50.719,-111.531
"1518",123098,9896,"teyen",43.021,-104.472
"1519",123099,8398,"teyen",47.517,-106.45
"1520",123100,8567,"teyen",47.085,-104.698
"1521",123351,7392,"teyeq",50.759,-111.393
"1522",123414,7392,"teyep",50.75,-111.475
"1523",123415,7892,"teyep",49.067,-110.45
"1524",123570,9895,"teyen",43.214,-104.554
"1525",123590,12212,"teyep",36.315,-108.013
"1526",123815,7735,"teyeo",49.606,-105.747
"1527",124934,9067,"teyen",45.833,-103.9
"1528",127733,8742,"teyen",46.696,-100.253
"1529",128455,8390,"teyep",47.88,-110.363
"1530",128456,12213,"teyep",36.27,-107.851
"1531",128457,7391,"teyeq",50.737,-111.51
"1532",128458,8398,"teyen",47.877,-106.177
"1533",128459,7391,"teyeq",50.796,-111.6
"1534",128460,7391,"teyeq",50.737,-111.51
"1535",128461,7899,"teyen",49.051,-106.574
"1536",128462,10882,"teyeq",40.315,-109.335
"1537",128558,9895,"teyen",43.329,-104.598
"1538",128559,9895,"teyen",43.312,-104.574
"1539",128560,9051,"teyep",45.82,-111.63
"1540",128561,12213,"teyep",36.184,-107.888
"1541",128562,12213,"teyep",36.169,-107.888
"1542",128563,12213,"teyep",36.111,-107.87
"1543",129262,8900,"teyen",46.23,-104.229
"1544",130797,11880,"teyeo",37.004,-108.085
"1545",131865,8560,"teyen",47.341,-108.224
"1546",131868,11707,"teyep",37.625,-111.856
"1547",131870,11707,"teyep",37.647,-111.862
"1548",131973,8397,"teyen",47.536,-106.933
"1549",132512,11707,"teyep",37.667,-111.733
"1550",133002,10062,"teyen",43,-104.5
"1551",133004,7726,"teyep",49.96,-110.343
"1552",135740,7057,"teyeo",51.996,-112.883
"1553",135741,7057,"teyeo",51.996,-112.883
"1554",135743,7057,"teyeo",51.996,-112.883
"1555",135811,7724,"teyeq",49.507,-111.357
"1556",137531,9557,"teyen",44.367,-107.6
"1557",137565,8562,"teyen",47.266,-107.126
"1558",137601,8901,"teyen",46.421,-103.961
"1559",137704,8901,"teyen",46.413,-103.502
"1560",137705,8901,"teyen",46.413,-103.502
"1561",137706,8901,"teyen",46.413,-103.502
"1562",137707,8901,"teyen",46.413,-103.502
"1563",137708,8901,"teyen",46.413,-103.502
"1564",137710,8901,"teyen",46.413,-103.502
"1565",137711,8901,"teyen",46.413,-103.502
"1566",137712,8901,"teyen",46.413,-103.502
"1567",137713,8901,"teyen",46.413,-103.502
"1568",137715,8901,"teyen",46.413,-103.502
"1569",137716,8901,"teyen",46.413,-103.502
"1570",137718,8900,"teyen",46.466,-104.021
"1571",137720,8900,"teyen",46.466,-104.021
"1572",137722,8901,"teyen",46.413,-103.502
"1573",137723,8901,"teyen",46.413,-103.502
"1574",137724,8901,"teyen",46.413,-103.502
"1575",137727,8901,"teyen",46.413,-103.502
"1576",137728,8901,"teyen",46.413,-103.502
"1577",137729,8901,"teyen",46.413,-103.502
"1578",137730,8901,"teyen",46.413,-103.502
"1579",137731,8901,"teyen",46.413,-103.502
"1580",137732,8901,"teyen",46.413,-103.502
"1581",137795,9895,"teyen",43.067,-104.6
"1582",137796,9895,"teyen",43.067,-104.6
"1583",137797,9895,"teyen",43.067,-104.6
"1584",137798,9895,"teyen",43.214,-104.554
"1585",137833,11873,"teyep",37.452,-111.532
"1586",138447,5881,"teyep",55.085,-119.991
"1587",138562,11542,"teyeo",38.091,-111.033
"1588",138563,11210,"teyeo",39.183,-111.309
"1589",138564,11210,"teyeo",39.183,-111.309
"1590",138565,11210,"teyeo",39.183,-111.309
"1591",138566,11210,"teyeo",39.183,-111.309
"1592",138567,11210,"teyeo",39.183,-111.309
"1593",138573,8219,"teyeq",48.497,-112.679
"1594",138830,12213,"teyep",36.16,-107.929
"1595",138831,12213,"teyep",36.154,-107.933
"1596",138832,12212,"teyep",36.287,-108.095
"1597",138833,12212,"teyeo",36.287,-108.095
"1598",138834,12212,"teyeo",36.287,-108.095
"1599",138835,12212,"teyep",36.344,-108.209
"1600",138836,12212,"teyeo",36.287,-108.095
"1601",138968,7057,"teyeo",51.586,-112.819
"1602",138980,8054,"teyeq",48.646,-112.354
"1603",140241,11707,"teyep",37.629,-111.86
"1604",140916,8058,"teyep",48.656,-110.105
"1605",141582,8900,"teyen",46.331,-104.01
"1606",141583,8900,"teyen",46.331,-104.01
"1607",142325,9896,"teyen",43.422,-104.495
"1608",142326,9232,"teyen",45.482,-104.192
"1609",142328,8059,"teyep",48.615,-109.675
"1610",142375,9233,"teyen",45.327,-103.977
"1611",142376,8396,"teyen",47.547,-107.116
"1612",142488,8735,"teyen",46.504,-103.874
"1613",142489,8894,"teyen",46.241,-107.381
"1614",142490,8894,"teyen",46.241,-107.381
"1615",142491,8894,"teyen",46.241,-107.381
"1616",142492,8894,"teyen",46.241,-107.381
"1617",142493,8894,"teyen",46.241,-107.381
"1618",142495,8391,"teyep",47.943,-109.665
"1619",142496,8219,"teyeq",48.347,-112.653
"1620",142497,8220,"teyeq",48.492,-112.469
"1621",142498,8053,"teyeq",48.936,-112.642
"1622",142499,8220,"teyeq",48.462,-112.066
"1623",142506,8059,"teyep",48.615,-109.675
"1624",142509,9232,"teyep",45.326,-104.034
"1625",142510,8889,"teyep",46.282,-109.51
"1626",142511,8890,"teyep",46.286,-109.318
"1627",142512,9066,"teyep",45.523,-104.474
"1628",142753,9230,"teyen",45.349,-105.24
"1629",143007,7391,"teyep",50.71,-111.548
"1630",143525,11056,"teyeo",39.755,-105.222
"1631",144499,8562,"teyen",47.266,-107.126
"1632",144500,8562,"teyen",47.266,-107.126
"1633",144501,8562,"teyen",47.266,-107.126
"1634",144502,8397,"teyen",47.6,-106.917
"1635",144503,8562,"teyen",47.266,-107.126
"1636",144504,8562,"teyen",47.266,-107.126
"1637",144505,8562,"teyen",47.266,-107.126
"1638",144506,8562,"teyen",47.266,-107.126
"1639",144509,7891,"teyeq",49.036,-110.694
"1640",144510,7891,"teyeq",49.179,-110.683
"1641",144518,12212,"teyep",36.281,-108.464
"1642",144519,12213,"teyep",36.121,-107.781
"1643",144520,12213,"teyep",36.1,-107.786
"1644",144539,6557,"teyeo",53.264,-113.806
"1645",144551,7392,"teyep",50.749,-111.472
"1646",144561,7223,"teyeo",51.497,-112.778
"1647",146191,7891,"teyep",49.1,-110.94
"1648",146193,7891,"teyeq",49.1,-110.94
"1649",146194,7891,"teyeq",49.1,-110.94
"1650",146195,7391,"teyep",50.756,-111.525
"1651",146196,7391,"teyep",50.756,-111.525
"1652",146197,7391,"teyep",50.756,-111.525
"1653",146198,7391,"teyep",50.756,-111.525
"1654",150748,7720,"teyeq",49.775,-113.324
"1655",150884,12212,"teyep",36.157,-108.061
"1656",150887,11212,"teyeq",39.097,-110.168
"1657",150889,9234,"teyen",45.429,-103.381
"1658",150890,9067,"teyen",45.516,-103.504
"1659",150891,9067,"teyen",45.603,-103.627
"1660",150892,9233,"teyen",45.408,-103.72
"1661",150893,9233,"teyen",45.393,-103.7
"1662",150894,9233,"teyen",45.335,-103.721
"1663",150895,9070,"teyen",45.708,-102.055
"1664",150896,8385,"teyeq",47.823,-112.503
"1665",150931,9059,"teyen",45.904,-107.65
"1666",150932,9725,"teyen",43.737,-106.77
"1667",150933,9391,"teyen",44.613,-107.977
"1668",150976,9895,"teyen",43.341,-104.531
"1669",150977,8220,"teyeq",48.485,-112.43
"1670",150979,7057,"teyeo",51.746,-112.958
"1671",152258,7891,"teyeq",49.084,-110.682
"1672",152259,7892,"teyep",49.067,-110.45
"1673",152268,7223,"teyeo",51.48,-112.86
"1674",152270,7057,"teyeo",51.652,-112.902
"1675",152271,5886,"teyeo",55.464,-117.415
"1676",152272,7222,"teyeo",51.486,-113.151
"1677",152279,7392,"teyep",50.772,-111.443
"1678",152280,7223,"teyeo",51.47,-112.749
"1679",152397,8562,"teyen",47.053,-107.35
"1680",152399,7729,"teyen",49.505,-108.767
"1681",152400,7896,"teyen",49.341,-108.332
"1682",152401,7896,"teyen",49.341,-108.332
"1683",152402,7896,"teyen",49.331,-108.489
"1684",152403,6557,"teyeo",53.345,-113.887
"1685",154342,12212,"teyep",36.2,-108.1
"1686",154365,12212,"teyep",36.5,-108.083
"1687",154366,12212,"teyep",36.5,-108.083
"1688",154367,12212,"teyep",36.2,-108.1
"1689",154369,12212,"teyep",36.3,-108.1
"1690",154370,12212,"teyep",36.3,-108.1
"1691",154371,12212,"teyep",36.3,-108.1
"1692",154372,12213,"teyep",36.16,-107.929
"1693",154373,12213,"teyep",36.16,-107.929
"1694",154374,12212,"teyep",36.3,-108.1
"1695",154379,12212,"teyep",36.28,-108.1
"1696",154380,12212,"teyep",36.28,-108.1
"1697",154381,12212,"teyep",36.28,-108.1
"1698",154382,12213,"teyep",36.15,-107.92
"1699",154383,12213,"teyep",36.121,-107.781
"1700",154384,12211,"teyep",36.29,-108.54
"1701",154385,12211,"teyep",36.29,-108.54
"1702",154386,12213,"teyep",36.121,-107.781
"1703",154387,12212,"teyep",36.269,-108.167
"1704",154388,12212,"teyep",36.269,-108.167
"1705",154390,12211,"teyep",36.29,-108.54
"1706",154394,12211,"teyep",36.29,-108.54
"1707",154395,12213,"teyep",36.121,-107.781
"1708",154397,12212,"teyep",36.269,-108.167
"1709",154417,12211,"teyep",36.29,-108.54
"1710",154418,12211,"teyep",36.29,-108.54
"1711",154419,12213,"teyep",36.121,-107.781
"1712",154421,12211,"teyep",36.29,-108.54
"1713",154422,12213,"teyep",36.121,-107.781
"1714",154423,12213,"teyep",36.121,-107.781
"1715",154424,12213,"teyep",36.121,-107.781
"1716",154425,12211,"teyep",36.29,-108.54
"1717",154426,12213,"teyep",36.121,-107.781
"1718",154429,12212,"teyeo",36.269,-108.167
"1719",154462,12212,"teyep",36.3,-108.1
"1720",154567,12211,"teyep",36.29,-108.54
"1721",154568,12213,"teyep",36.121,-107.781
"1722",154569,12212,"teyep",36.2,-108.1
"1723",154570,12212,"teyep",36.3,-108.1
"1724",154571,12213,"teyep",36.169,-107.799
"1725",154584,12211,"teyep",36.29,-108.54
"1726",154585,12211,"teyep",36.29,-108.54
"1727",154586,12213,"teyep",36.121,-107.781
"1728",154587,12211,"teyep",36.29,-108.54
"1729",154588,12211,"teyep",36.29,-108.54
"1730",154590,12212,"teyep",36.5,-108.083
"1731",154591,12212,"teyep",36.5,-108.083
"1732",154592,12211,"teyep",36.29,-108.54
"1733",154593,12213,"teyep",36.121,-107.781
"1734",154594,12213,"teyep",36.16,-107.929
"1735",154595,12212,"teyep",36.28,-108.1
"1736",154596,12212,"teyep",36.3,-108.1
"1737",154598,12212,"teyep",36.28,-108.1
"1738",154599,12211,"teyep",36.29,-108.54
"1739",154600,12211,"teyep",36.29,-108.54
"1740",154601,12211,"teyep",36.29,-108.54
"1741",154602,12212,"teyep",36.2,-108.1
"1742",154608,12213,"teyep",36.121,-107.781
"1743",154609,12211,"teyep",36.29,-108.54
"1744",154610,12212,"teyep",36.269,-108.167
"1745",154611,12212,"teyep",36.269,-108.167
"1746",154612,12211,"teyep",36.29,-108.54
"1747",154613,12212,"teyep",36.269,-108.167
"1748",154614,12212,"teyep",36.3,-108.1
"1749",154615,12213,"teyep",36.121,-107.781
"1750",154616,12212,"teyeo",36.269,-108.167
"1751",154620,12211,"teyep",36.29,-108.54
"1752",154621,12211,"teyep",36.29,-108.54
"1753",154622,12211,"teyep",36.29,-108.54
"1754",154623,12211,"teyep",36.29,-108.54
"1755",154624,12211,"teyep",36.29,-108.54
"1756",154625,12211,"teyep",36.29,-108.54
"1757",154627,12212,"teyep",36.3,-108.1
"1758",154628,12213,"teyep",36.121,-107.781
"1759",154629,12212,"teyep",36.269,-108.167
"1760",154630,12212,"teyep",36.269,-108.167
"1761",154632,12211,"teyep",36.29,-108.54
"1762",154639,12212,"teyep",36.3,-108.1
"1763",154643,12212,"teyep",36.269,-108.167
"1764",154644,12213,"teyep",36.121,-107.781
"1765",154645,12211,"teyep",36.29,-108.54
"1766",154646,12211,"teyep",36.29,-108.54
"1767",154647,12213,"teyep",36.121,-107.781
"1768",154648,12211,"teyep",36.29,-108.54
"1769",154657,12211,"teyep",36.29,-108.54
"1770",154658,12211,"teyep",36.29,-108.54
"1771",154659,12211,"teyep",36.29,-108.54
"1772",154660,12211,"teyep",36.29,-108.54
"1773",154661,12212,"teyep",36.5,-108.083
"1774",154662,12212,"teyep",36.269,-108.167
"1775",154663,12211,"teyep",36.29,-108.54
"1776",154664,12213,"teyep",36.121,-107.781
"1777",154665,12211,"teyep",36.29,-108.54
"1778",154666,12212,"teyep",36.269,-108.167
"1779",154667,12212,"teyep",36.28,-108.1
"1780",154668,12213,"teyep",36.169,-107.799
"1781",154669,12211,"teyep",36.29,-108.54
"1782",154700,12212,"teyep",36.269,-108.167
"1783",154928,8901,"teyen",46.328,-103.979
"1784",155027,7891,"teyep",49.222,-110.642
"1785",155220,7228,"teyep",51.439,-110.386
"1786",155221,7228,"teyep",51.439,-110.386
"1787",155222,7057,"teyeo",51.543,-112.819
"1788",155223,7056,"teyeo",51.863,-113.005
"1789",155224,7391,"teyeo",50.831,-111.604
"1790",155225,7057,"teyeo",51.645,-112.888
"1791",155226,7389,"teyeo",50.699,-112.984
"1792",155227,7057,"teyeo",51.688,-112.911
"1793",155228,7391,"teyep",50.824,-111.604
"1794",155258,7892,"teyep",49.04,-110.369
"1795",155263,7392,"teyep",50.766,-111.368
"1796",155264,7391,"teyep",50.771,-111.524
"1797",155265,7392,"teyep",50.753,-111.419
"1798",155266,7392,"teyep",50.749,-111.407
"1799",155267,7391,"teyep",50.813,-111.606
"1800",155992,11873,"teyep",37.493,-111.736
"1801",156148,12212,"teyep",36.3,-108.2
"1802",156486,12213,"teyep",36.151,-107.925
"1803",156536,7392,"teyep",50.749,-111.472
"1804",156538,8391,"teyep",47.719,-109.637
"1805",156799,7057,"teyeo",51.611,-112.875
"1806",157187,8398,"teyen",47.733,-106.256
"1807",157188,7718,"teyen",49.607,-114.107
"1808",157189,9237,"teyen",45.054,-101.968
"1809",161171,9065,"teyen",45.77,-104.932
"1810",161248,6047,"teyep",54.977,-119.564
"1811",162141,6891,"teyep",52.081,-112.981
"1812",162145,7391,"teyep",50.844,-111.788
"1813",162171,7892,"teyeq",49.067,-110.45
"1814",162855,8397,"teyen",47.6,-107
"1815",162946,7899,"teyen",49.052,-106.577
"1816",163047,7394,"teyeq",50.742,-110.086
"1817",163048,7888,"teyeq",49.283,-112.2
"1818",163049,7888,"teyeq",49.283,-112.2
"1819",163050,5881,"teyep",55.081,-119.526
"1820",164991,10394,"teyen",41.908,-104.198
"1821",164992,10394,"teyen",41.908,-104.198
"1822",164993,10394,"teyen",41.735,-104.371
"1823",165179,7392,"teyep",50.755,-111.491
"1824",165876,10381,"teyeo",41.748,-110.626
"1825",165877,10389,"teyeo",41.835,-106.623
"1826",165878,10389,"teyen",41.835,-106.623
"1827",165881,9718,"teyeo",43.814,-110.226
"1828",165886,9551,"teyeo",44.021,-110.517
"1829",165887,9552,"teyeo",44.128,-110.398
"1830",165888,9054,"teyeq",45.8,-110.5
"1831",167302,10883,"teyep",40.032,-108.847
"1832",167380,11880,"teyeo",37.004,-108.085
"1833",167381,11880,"teyeo",37.047,-108.067
"1834",167382,11882,"teyeo",37.259,-107.463
"1835",167421,11543,"teyeq",38.068,-110.93
"1836",167423,9053,"teyep",45.637,-110.701
"1837",167424,11543,"teyeq",38.054,-110.937
"1838",167426,8889,"teyen",46.242,-109.686
"1839",167430,9053,"teyeo",45.662,-110.745
"1840",167431,9053,"teyeo",45.951,-110.829
"1841",167433,9053,"teyeo",45.951,-110.829
"1842",167436,8887,"teyeo",46.096,-110.798
