"","collection_no","siteID","bin_assignment","lat","lng"
"1843",167437,8887,"teyeo",46.096,-110.798
"1844",167468,9053,"teyeq",45.983,-110.917
"1845",167489,11542,"teyeq",38.084,-111.005
"1846",167492,11543,"teyeq",38.064,-110.966
"1847",167493,11543,"teyeq",38.074,-110.92
"1848",167495,11543,"teyeq",38.07,-110.925
"1849",167498,11542,"teyeq",38.084,-111.003
"1850",167499,11543,"teyeq",38.076,-110.921
"1851",167500,11543,"teyeq",38.07,-110.929
"1852",167501,11543,"teyeq",38.071,-110.99
"1853",167502,11543,"teyeq",38.052,-110.933
"1854",167517,11543,"teyeq",38.073,-110.981
"1855",167522,11543,"teyeq",38.078,-110.928
"1856",167526,11543,"teyeq",38.078,-110.928
"1857",167528,11543,"teyeq",38.09,-110.962
"1858",167529,11543,"teyeq",38.051,-110.934
"1859",167530,11543,"teyeq",38.068,-110.913
"1860",167660,7391,"teyep",50.74,-111.51
"1861",167797,7886,"teyeo",49.426,-113.014
"1862",167798,7720,"teyeo",49.945,-113.039
"1863",167799,7718,"teyeo",49.826,-114.219
"1864",167800,8726,"teyep",46.76,-108.001
"1865",167801,8726,"teyep",46.76,-108.001
"1866",167802,8726,"teyep",46.76,-108.001
"1867",167804,8063,"teyep",48.572,-107.738
"1868",167893,11707,"teyeq",37.56,-111.71
"1869",167894,11707,"teyeq",37.6,-111.61
"1870",167916,11707,"teyeq",37.6,-111.9
"1871",167918,9897,"teyep",43.16,-103.615
"1872",167986,7392,"teyep",50.741,-111.463
"1873",168226,7891,"teyeq",49.059,-110.722
"1874",168404,7057,"teyen",51.953,-112.935
"1875",169229,12212,"teyep",36.344,-108.209
"1876",170675,7896,"teyen",49.341,-108.332
"1877",171027,12212,"teyeo",36.344,-108.102
"1878",171028,12212,"teyeo",36.315,-108.084
"1879",171030,12212,"teyep",36.344,-108.084
"1880",171031,12212,"teyeo",36.344,-108.084
"1881",171032,12212,"teyeo",36.2,-108.1
"1882",171094,9895,"teyen",43.256,-104.608
"1883",171408,7891,"teyeq",49.121,-110.863
"1884",172371,7057,"teyen",51.938,-112.959
"1885",172570,12212,"teyep",36.287,-108.095
"1886",172610,7391,"teyeq",50.755,-111.531
"1887",172613,11707,"teyep",37.667,-111.733
"1888",172642,9065,"teyen",45.762,-104.924
"1889",172644,9065,"teyen",45.762,-104.923
"1890",173841,8397,"teyen",47.609,-106.955
"1891",173842,8396,"teyen",47.536,-107.019
"1892",174241,9234,"teyen",45.233,-103.208
"1893",175824,7391,"teyep",50.728,-111.558
"1894",175972,10059,"teyen",42.883,-105.854
"1895",176227,7391,"teyep",50.743,-111.505
"1896",176228,7391,"teyep",50.742,-111.504
"1897",176678,8397,"teyen",47.6,-107
"1898",176680,8397,"teyen",47.6,-107
"1899",176689,8398,"teyen",47.8,-106.1
"1900",176740,11056,"teyeo",39.733,-105.05
"1901",176741,11056,"teyen",39.9,-105.1
"1902",176742,11056,"teyen",39.95,-105.233
"1903",176743,11056,"teyen",39.7,-105.2
"1904",176843,11223,"teyeo",39.5,-104.7
"1905",176844,11223,"teyeo",39.5,-104.7
"1906",176845,11223,"teyeo",39.5,-104.7
"1907",176846,11223,"teyeo",39.5,-104.7
"1908",176847,11223,"teyeo",39.5,-104.7
"1909",176848,11223,"teyeo",39.5,-104.7
"1910",176850,11223,"teyen",39.5,-104.7
"1911",176851,11223,"teyen",39.5,-104.7
"1912",176869,11223,"teyen",39.5,-104.7
"1913",176982,11873,"teyep",37.452,-111.532
"1914",177026,8889,"teyep",46.282,-109.51
"1915",177027,8890,"teyep",46.1,-109.1
"1916",177030,8393,"teyep",47.766,-108.949
"1917",177143,7391,"teyeq",50.73,-111.8
"1918",177458,11378,"teyeo",38.941,-110.405
"1919",177459,11378,"teyeo",38.941,-110.405
"1920",178847,11873,"teyeq",37.45,-111.53
"1921",179240,7392,"teyeq",50.786,-111.351
"1922",179241,7392,"teyeq",50.728,-111.5
"1923",179242,7391,"teyep",50.742,-111.546
"1924",179243,7392,"teyeq",50.742,-111.477
"1925",179244,7391,"teyeq",50.822,-111.569
"1926",179245,7391,"teyeq",50.778,-111.51
"1927",179246,7391,"teyeq",50.778,-111.51
"1928",179248,7735,"teyeo",49.622,-105.785
"1929",179269,12046,"teyeo",36.972,-108.085
"1930",179270,12046,"teyep",36.71,-108.223
"1931",179271,12212,"teyep",36.257,-108.191
"1932",179272,12212,"teyeo",36.344,-108.084
"1933",179273,12212,"teyeo",36.357,-108.136
"1934",179275,9887,"teyeo",43.497,-108.784
"1935",179276,9555,"teyeo",44.113,-108.798
"1936",179968,9232,"teyen",45.482,-104.192
"1937",179969,9233,"teyen",45.393,-103.967
"1938",179970,9233,"teyen",45.461,-103.842
"1939",179991,8401,"teyen",47.79,-104.56
"1940",180016,9895,"teyen",43.184,-104.514
"1941",180638,7729,"teyen",49.517,-108.817
"1942",180856,7223,"teyeo",51.491,-112.806
"1943",181024,7725,"teyeq",49.6,-111
"1944",181269,9895,"teyen",43.028,-104.644
"1945",181391,11707,"teyeq",37.565,-111.734
"1946",181392,11873,"teyep",37.439,-111.801
"1947",182584,10726,"teyeo",40.76,-104.158
"1948",182649,6047,"teyep",54.545,-119.547
"1949",183109,9064,"teyen",45.66,-105.08
"1950",183110,9064,"teyen",45.678,-105.079
"1951",183290,8398,"teyen",47.8,-106.1
"1952",183291,8901,"teyen",46.318,-103.944
"1953",183292,8901,"teyen",46.182,-103.751
"1954",184041,7391,"teyep",50.725,-111.563
"1955",184700,11887,"teyen",37.118,-104.517
"1956",184945,8385,"teyeq",47.635,-112.583
"1957",187421,7392,"teyep",50.836,-111.139
"1958",187581,7392,"teyep",50.562,-111.464
"1959",187655,11873,"teyep",37.42,-111.793
"1960",187656,11873,"teyep",37.42,-111.793
"1961",187657,11873,"teyep",37.42,-111.793
"1962",187658,11873,"teyep",37.42,-111.793
"1963",187659,11707,"teyep",37.746,-111.61
"1964",187660,11707,"teyep",37.746,-111.61
"1965",187661,11707,"teyep",37.746,-111.61
"1966",187662,11707,"teyep",37.746,-111.61
"1967",187663,11707,"teyep",37.58,-111.936
"1968",187664,11707,"teyep",37.58,-111.936
"1969",187665,11707,"teyep",37.58,-111.936
"1970",187666,11707,"teyep",37.58,-111.936
"1971",187667,11707,"teyep",37.746,-111.61
"1972",187668,11707,"teyep",37.746,-111.61
"1973",187669,11707,"teyep",37.746,-111.61
"1974",187670,11707,"teyep",37.746,-111.61
"1975",187671,11707,"teyep",37.746,-111.61
"1976",187672,11707,"teyep",37.715,-111.783
"1977",187673,11707,"teyep",37.746,-111.61
"1978",187674,11707,"teyep",37.746,-111.61
"1979",187675,11872,"teyep",37.49,-112.17
"1980",187676,11707,"teyep",37.746,-111.61
"1981",187677,11707,"teyep",37.746,-111.61
"1982",187678,11707,"teyep",37.746,-111.61
"1983",187679,11707,"teyep",37.621,-111.795
"1984",187680,11874,"teyep",37.459,-111.341
"1985",187681,11874,"teyep",37.459,-111.341
"1986",187682,11873,"teyep",37.42,-111.793
"1987",187683,11873,"teyep",37.42,-111.793
"1988",187684,11873,"teyep",37.42,-111.793
"1989",187685,11873,"teyep",37.42,-111.793
"1990",187686,11873,"teyep",37.42,-111.793
"1991",187687,11873,"teyep",37.42,-111.793
"1992",187688,11873,"teyep",37.42,-111.793
"1993",187689,11873,"teyep",37.42,-111.793
"1994",187690,11873,"teyep",37.42,-111.793
"1995",187691,11873,"teyep",37.42,-111.793
"1996",187692,11873,"teyep",37.42,-111.793
"1997",187693,11873,"teyep",37.42,-111.793
"1998",187694,11873,"teyep",37.42,-111.793
"1999",187695,11707,"teyep",37.746,-111.61
"2000",187696,11707,"teyep",37.746,-111.61
"2001",187697,11707,"teyep",37.746,-111.61
"2002",187698,11873,"teyep",37.49,-111.716
"2003",187699,11707,"teyep",37.746,-111.61
"2004",187700,11707,"teyep",37.746,-111.61
"2005",187702,11872,"teyep",37.301,-112.425
"2006",187703,11872,"teyep",37.301,-112.425
"2007",187704,11872,"teyep",37.301,-112.425
"2008",187705,11872,"teyep",37.301,-112.425
"2009",187706,11872,"teyep",37.301,-112.425
"2010",187707,11872,"teyep",37.301,-112.425
"2011",187708,11872,"teyep",37.301,-112.425
"2012",187709,11707,"teyep",37.63,-111.873
"2013",187710,11708,"teyep",37.843,-111.284
"2014",187711,11708,"teyep",37.843,-111.284
"2015",187712,11708,"teyep",37.843,-111.284
"2016",187713,11708,"teyep",37.819,-111.4
"2017",187714,11872,"teyep",37.301,-112.425
"2018",187715,11872,"teyep",37.301,-112.425
"2019",188547,11045,"teyeq",39.802,-110.61
"2020",188840,6890,"teyen",52.315,-113.088
"2021",188846,7392,"teyeq",50.865,-111.162
"2022",189003,9065,"teyen",45.889,-104.55
"2023",189403,9222,"teyen",45.169,-109.109
"2024",189417,13240,"teyeq",33.477,-92.132
"2025",189513,9895,"teyen",43.34,-104.53
"2026",189514,7391,"teyeq",50.813,-111.631
"2027",189515,7391,"teyep",50.567,-111.765
"2028",189568,7057,"teyeo",51.607,-112.891
"2029",189572,8398,"teyen",47.767,-106.295
"2030",190352,11708,"teyep",37.8,-111.5
"2031",190353,11706,"teyeq",37.653,-112.043
"2032",190354,12212,"teyep",36.486,-108.486
"2033",190394,8059,"teyep",48.575,-109.733
"2034",190693,8902,"teyen",46.398,-103.422
"2035",190694,8902,"teyen",46.398,-103.422
"2036",190695,8902,"teyen",46.398,-103.422
"2037",190696,8900,"teyen",46.3,-104.5
"2038",190697,8900,"teyen",46.3,-104.5
"2039",190698,8564,"teyen",47.5,-106.4
"2040",190699,8398,"teyen",47.6,-106.2
"2041",190747,11872,"teyep",37.301,-112.425
"2042",191251,7392,"teyep",50.746,-111.493
"2043",191252,7057,"teyeo",51.746,-112.958
"2044",191253,7057,"teyeo",51.607,-112.891
"2045",191254,7057,"teyeo",51.738,-112.961
"2046",191255,7391,"teyep",50.747,-111.517
"2047",191258,7558,"teyep",50.4,-111.1
"2048",191259,7558,"teyep",50.4,-111.1
"2049",191260,7558,"teyep",50.4,-111.1
"2050",191261,7558,"teyep",50.4,-111.1
"2051",191266,7391,"teyeq",50.688,-111.617
"2052",191267,7391,"teyeq",50.688,-111.617
"2053",191268,7391,"teyeq",50.688,-111.617
"2054",191269,7391,"teyeq",50.65,-111.62
"2055",191270,7391,"teyep",50.733,-111.512
"2056",191271,9896,"teyen",43.327,-104.352
"2057",191272,9071,"teyen",45.92,-101.526
"2058",191308,7718,"teyeo",49.616,-114.107
"2059",191366,7057,"teyeo",51.746,-112.958
"2060",191367,7057,"teyeo",51.776,-112.958
"2061",191368,12212,"teyep",36.103,-108.133
"2062",191369,11056,"teyen",39.681,-105.003
"2063",191374,8735,"teyen",46.567,-103.701
"2064",191401,7057,"teyeo",51.645,-112.888
"2065",191402,7057,"teyeo",51.662,-112.908
"2066",192241,8562,"teyen",47.266,-107.126
"2067",192242,8397,"teyen",47.617,-106.9
"2068",192243,8562,"teyen",47.266,-107.126
"2069",192244,8562,"teyen",47.467,-107.367
"2070",192246,8397,"teyen",47.55,-106.917
"2071",192247,8562,"teyen",47.266,-107.126
"2072",192248,8562,"teyen",47.266,-107.126
"2073",192249,8397,"teyen",47.583,-106.883
"2074",192250,8397,"teyen",47.583,-106.883
"2075",192251,9068,"teyen",45.644,-103.488
"2076",192252,11377,"teyeo",39,-111
"2077",192253,11708,"teyep",37.8,-111.5
"2078",192254,11708,"teyep",37.8,-111.5
"2079",192255,11708,"teyep",37.8,-111.5
"2080",192256,11873,"teyep",37.469,-111.697
"2081",192259,11706,"teyeq",37.653,-112.043
"2082",192260,11706,"teyeq",37.653,-112.043
"2083",192261,11706,"teyeq",37.653,-112.043
"2084",192263,11706,"teyeq",37.653,-112.043
"2085",193696,7057,"teyeo",51.711,-112.928
"2086",194178,8397,"teyep",47.778,-106.681
"2087",194654,8057,"teyep",48.998,-110.541
"2088",194864,8567,"teyen",47.101,-104.689
"2089",194867,7059,"teyen",51.947,-111.671
"2090",194876,12212,"teyep",36.3,-108.1
"2091",194877,12212,"teyeo",36.344,-108.084
"2092",194978,12212,"teyeo",36.269,-108.167
"2093",195187,12213,"teyep",36.12,-107.84
"2094",195190,11873,"teyeq",37.217,-111.531
"2095",195191,11873,"teyeq",37.294,-111.896
"2096",195787,12543,"teyeq",35.46,-108.52
"2097",196405,7391,"teyep",50.734,-111.512
"2098",196406,7391,"teyep",50.728,-111.563
"2099",196407,8053,"teyeq",48.934,-112.643
"2100",196419,7391,"teyep",50.74,-111.516
"2101",196420,7391,"teyep",50.822,-111.598
"2102",196511,12212,"teyep",36.1,-108.083
"2103",196539,12212,"teyep",36.315,-108.031
"2104",196540,12212,"teyep",36.315,-108.031
"2105",196541,12212,"teyep",36.086,-108.008
"2106",196542,12212,"teyep",36.086,-108.008
"2107",196543,12213,"teyep",36.186,-107.889
"2108",196544,12213,"teyep",36.184,-107.888
"2109",196592,11708,"teyep",37.688,-111.446
"2110",197478,11707,"teyep",37.58,-111.936
"2111",199764,12212,"teyep",36.394,-108.108
"2112",202036,8398,"teyen",47.696,-106.228
"2113",204724,7223,"teyeo",51.495,-112.815
"2114",205766,11707,"teyep",37.53,-111.762
"2115",206061,7891,"teyeq",49.076,-110.679
"2116",206062,8560,"teyep",47.279,-108.206
"2117",206395,7057,"teyeo",51.744,-112.969
"2118",206396,7223,"teyeo",51.48,-112.86
"2119",206397,6557,"teyeo",53.264,-113.806
"2120",206399,7057,"teyeo",51.539,-112.879
"2121",206401,7057,"teyeo",51.738,-112.961
"2122",206554,9067,"teyen",45.586,-103.503
"2123",206775,7392,"teyep",50.75,-111.5
"2124",206797,9065,"teyen",45.952,-104.916
"2125",206798,9065,"teyen",45.952,-104.916
"2126",206819,7731,"teyen",49.9,-107.9
"2127",207633,5882,"teyep",55.064,-119.108
"2128",209046,12213,"teyep",36.17,-107.92
"2129",209047,12213,"teyep",36.17,-107.92
"2130",210046,11389,"teyen",38.914,-104.531
"2131",210047,11389,"teyen",38.914,-104.531
"2132",210048,11389,"teyen",38.914,-104.531
"2133",210049,11389,"teyen",38.914,-104.531
"2134",210050,11389,"teyen",38.914,-104.531
"2135",210574,7392,"teyep",50.745,-111.489
"2136",210631,12211,"teyep",36.292,-108.55
"2137",212647,7723,"teyeq",49.943,-111.691
"2138",212648,7557,"teyeq",50.114,-111.772
"2139",214293,7391,"teyep",50.724,-111.565
"2140",214477,6557,"teyeo",53.252,-113.831
"2141",215635,11050,"teyep",40,-108.2
"2142",216603,9403,"teyen",44.942,-101.646
"2143",216964,8231,"teyep",48.406,-106.869
"2144",217033,8398,"teyen",47.646,-106.379
"2145",217034,8397,"teyen",47.567,-106.909
"2146",217035,8397,"teyen",47.708,-106.571
"2147",217037,8396,"teyen",47.868,-107.262
"2148",217038,8396,"teyen",47.868,-107.262
"2149",217039,8567,"teyen",47.109,-104.711
"2150",217041,9065,"teyen",45.705,-104.716
"2151",217077,11873,"teyep",37.452,-111.532
"2152",217170,7391,"teyep",50.746,-111.566
"2153",217183,8567,"teyen",47.056,-104.593
"2154",219012,12212,"teyep",36.276,-108.153
"2155",219192,7392,"teyep",50.737,-111.468
"2156",219262,12212,"teyeq",36.086,-108.158
"2157",219263,12212,"teyeq",36.086,-108.158
"2158",219534,7391,"teyep",50.818,-111.608
"2159",219683,11887,"teyen",37.118,-104.517
"2160",219684,11887,"teyen",37.325,-104.589
"2161",219712,11873,"teyep",37.452,-111.532
"2162",219724,7391,"teyep",50.737,-111.529
"2163",219740,8053,"teyeq",48.936,-112.642
"2164",219741,8386,"teyeq",47.82,-112.444
"2165",219742,8386,"teyeq",47.768,-112.287
"2166",219743,8386,"teyeq",47.768,-112.287
"2167",219763,12212,"teyeq",36.086,-108.158
"2168",220087,5883,"teyep",55.086,-118.929
"2169",220119,7057,"teyeo",51.554,-112.876
"2170",220120,6048,"teyep",54.933,-119.45
"2171",220121,5883,"teyep",55.077,-118.795
"2172",220122,5881,"teyep",55.085,-119.991
"2173",220123,6047,"teyep",54.728,-119.92
"2174",220124,5881,"teyep",55.085,-119.991
"2175",220125,5882,"teyep",55.05,-119.367
"2176",220129,5882,"teyep",55.018,-119.428
"2177",220130,5882,"teyep",55.064,-119.108
"2178",220131,6047,"teyep",54.545,-119.547
"2179",220132,6222,"teyep",54.147,-115.331
"2180",220335,8051,"teyeq",48.63,-113.75
"2181",220501,7057,"teyeo",51.952,-112.939
"2182",220506,7392,"teyep",50.778,-111.379
"2183",221004,8396,"teyen",47.526,-107.022
"2184",221005,8397,"teyen",47.609,-106.955
"2185",221006,8396,"teyen",47.526,-107.022
"2186",221007,8396,"teyen",47.544,-107.053
"2187",221937,7891,"teyeq",49.226,-110.691
"2188",221943,9067,"teyen",45.603,-103.759
"2189",222071,12381,"teyep",35.689,-106.866
"2190",222074,12046,"teyep",36.508,-108.321
"2191",222078,12046,"teyep",36.508,-108.321
"2192",222081,12046,"teyep",36.508,-108.321
"2193",222083,12046,"teyep",36.508,-108.321
"2194",222084,12046,"teyep",36.508,-108.321
"2195",222086,12046,"teyep",36.508,-108.321
"2196",222087,12046,"teyep",36.508,-108.321
"2197",222088,12046,"teyep",36.508,-108.321
"2198",222089,12046,"teyep",36.508,-108.321
"2199",222090,12046,"teyep",36.508,-108.321
"2200",222091,12046,"teyep",36.508,-108.321
"2201",222122,8890,"teyep",46.35,-109.22
"2202",222354,5882,"teyep",55.064,-119.108
"2203",222481,12211,"teyep",36.292,-108.55
"2204",222483,12211,"teyep",36.292,-108.55
"2205",222640,12046,"teyep",36.508,-108.321
"2206",222641,12212,"teyep",36.22,-108.075
"2207",222644,12212,"teyep",36.22,-108.075
"2208",223339,8386,"teyeq",47.768,-112.288
"2209",223397,7392,"teyep",50.752,-111.418
"2210",223799,7899,"teyen",49.075,-106.576
"2211",223934,9067,"teyen",45.651,-103.624
"2212",223935,8398,"teyen",47.886,-106.306
"2213",223936,11210,"teyeq",39.374,-111.124
"2214",223937,11210,"teyeq",39.27,-111.198
"2215",224151,7057,"teyeo",51.71,-112.934
"2216",224185,11210,"teyeo",39.05,-111.271
"2217",224286,8397,"teyen",47.521,-106.905
"2218",224370,9067,"teyen",45.827,-103.728
"2219",224472,5882,"teyep",55.05,-119.367
"2220",224473,5882,"teyep",55.05,-119.367
"2221",224483,9236,"teyen",45.053,-102.189
"2222",224484,9400,"teyen",45,-103.189
"2223",224486,9234,"teyen",45.003,-103.145
"2224",224487,9400,"teyen",45,-103.189
"2225",224488,9234,"teyen",45.008,-103.161
"2226",224489,9234,"teyen",45.008,-103.161
"2227",224490,9234,"teyen",45.008,-103.161
"2228",224491,9068,"teyen",45.999,-103.187
"2229",224492,9234,"teyen",45.002,-103.192
"2230",224667,8901,"teyen",46.295,-103.923
"2231",224669,8907,"teyen",46.486,-100.631
"2232",225035,8567,"teyen",47.189,-104.971
"2233",225317,9400,"teyen",44.713,-103.056
"2234",225318,9730,"teyen",43.666,-104.274
"2235",225319,9730,"teyen",43.666,-104.274
"2236",225845,7566,"teyen",50.211,-107.374
"2237",225924,9235,"teyen",45.053,-102.881
"2238",225936,9726,"teyen",43.662,-106.319
"2239",225939,9896,"teyen",43.279,-104.382
"2240",225940,9895,"teyen",43.14,-104.577
"2241",226054,8568,"teyen",47.479,-104.484
"2242",226055,8568,"teyen",47.479,-104.484
"2243",226216,7887,"teyeq",49.283,-112.577
"2244",227001,7057,"teyen",51.917,-112.933
"2245",227002,6891,"teyen",52.081,-112.981
"2246",227125,5883,"teyep",55.065,-118.69
"2247",227182,8562,"teyen",47.317,-107.15
"2248",227186,12046,"teyep",36.508,-108.321
"2249",227264,8063,"teyep",48.562,-107.778
"2250",227283,8397,"teyen",47.721,-106.526
"2251",227685,7391,"teyep",50.744,-111.509
"2252",228490,8391,"teyep",47.74,-109.619
"2253",228491,8396,"teyen",47.547,-107.116
"2254",228651,13373,"teyep",32.742,-108.93
"2255",228652,13373,"teyep",32.741,-108.93
"2256",228827,7894,"teyen",49.496,-109.05
"2257",228914,10725,"teyeo",40.84,-104.58
"2258",229083,8398,"teyen",47.8,-106.1
"2259",229119,12046,"teyep",36.508,-108.321
"2260",229345,8231,"teyep",48.406,-106.869
"2261",229346,11050,"teyep",40,-108.2
"2262",229474,7729,"teyen",49.517,-108.817
"2263",229841,8396,"teyep",47.868,-107.262
"2264",229870,7057,"teyeo",51.666,-112.904
"2265",229966,7057,"teyeo",51.554,-112.876
"2266",229967,7890,"teyeq",49.494,-111.398
"2267",229968,7723,"teyeq",49.569,-111.972
"2268",229969,7722,"teyeq",49.688,-112.351
"2269",229970,7392,"teyeq",50.864,-111.138
"2270",229971,7557,"teyeq",50.13,-111.705
"2271",229973,7723,"teyeq",49.903,-111.639
"2272",229975,7398,"teyep",50.682,-108.094
"2273",229978,7392,"teyep",50.78,-111.411
"2274",230000,7391,"teyep",50.724,-111.565
"2275",230005,12046,"teyep",36.508,-108.321
"2276",230006,12046,"teyep",36.508,-108.321
"2277",230007,12046,"teyep",36.508,-108.321
"2278",230008,12046,"teyep",36.508,-108.321
"2279",230009,12046,"teyep",36.508,-108.321
"2280",230010,12046,"teyep",36.508,-108.321
"2281",230093,8396,"teyen",47.683,-107.183
"2282",230098,8392,"teyep",47.602,-109.459
"2283",230102,8059,"teyep",48.541,-109.667
"2284",230113,11870,"teyeq",37.5,-113.5
"2285",230163,11873,"teyep",37.461,-111.764
"2286",230164,11707,"teyep",37.593,-111.798
"2287",230165,11707,"teyep",37.629,-111.86
"2288",230166,11873,"teyep",37.469,-111.697
